10;arms_factory;1601.00;10.00;863.00;1.96;0
10;arms_factory;1596.00;9.75;871.00;6.08;0
10;arms_factory;1609.00;11.80;874.00;6.18;0
10;arms_factory;1598.00;10.03;880.00;4.02;0
10;arms_factory;1638.00;9.50;855.00;0.41;0
10;arms_factory;1592.00;9.53;886.00;3.07;0
10;industrial_complex;1635.00;9.70;874.00;6.09;0
10;industrial_complex;1640.00;10.50;865.00;2.47;0
10;industrial_complex;1656.00;10.12;877.00;5.13;0
10;industrial_complex;1638.00;9.70;869.00;1.52;0
10;industrial_complex;1604.00;10.15;864.00;4.54;0
10;industrial_complex;1643.00;10.55;848.00;5.74;0
10;air_base;1612.00;11.32;869.00;3.58;0
10;supply_node;1648.00;10.05;863.00;1.21;0
10;supply_node;1638.00;9.50;852.00;3.80;0
10;supply_node;1624.00;9.50;862.00;0.45;0
10;supply_node;1644.00;9.85;878.00;1.93;0
10;supply_node;1598.00;9.95;881.00;5.97;0
10;supply_node;1597.00;9.80;860.00;2.63;0
10;supply_node;1612.00;11.80;880.00;4.10;0
10;supply_node;1627.00;9.88;880.00;1.86;0
10;supply_node;1610.00;10.10;864.00;3.34;0
10;bunker;1637.00;9.50;863.00;4.70;0
10;bunker;1606.00;10.25;859.00;2.54;0
10;bunker;1605.00;11.65;875.00;3.74;0
10;bunker;1645.00;10.18;884.00;0.48;0
10;bunker;1619.00;9.50;856.00;3.14;0
10;bunker;1645.00;9.50;857.00;5.81;0
10;bunker;1613.00;11.53;883.00;2.54;0
10;bunker;1607.00;11.18;869.00;5.21;0
10;bunker;1622.00;10.75;875.00;1.59;0
10;anti_air_building;1595.00;9.50;865.00;4.25;0
10;anti_air_building;1647.00;10.10;862.00;0.99;0
10;anti_air_building;1620.00;10.70;884.00;3.66;0
10;synthetic_refinery;1597.00;9.75;882.00;0.04;0
10;fuel_silo;1616.00;9.50;858.00;2.70;0
10;radar_station;1623.00;9.75;868.00;0.18;0
189;arms_factory;1651.00;11.35;816.00;3.06;0
189;arms_factory;1685.00;11.60;822.00;3.16;0
189;arms_factory;1625.00;10.45;826.00;1.00;0
189;arms_factory;1668.00;12.98;793.00;3.67;0
189;arms_factory;1641.00;10.57;839.00;0.05;0
189;arms_factory;1686.00;11.15;840.00;1.61;0
189;industrial_complex;1717.00;11.20;866.00;5.73;0
189;industrial_complex;1680.00;9.50;855.00;0.65;0
189;industrial_complex;1622.00;11.57;816.00;4.78;0
189;industrial_complex;1626.00;11.35;842.00;0.06;0
189;industrial_complex;1694.00;11.82;798.00;4.18;0
189;industrial_complex;1715.00;13.53;808.00;0.56;0
189;air_base;1636.00;13.62;804.00;2.12;0
189;supply_node;1688.00;9.88;860.00;5.25;0
189;supply_node;1708.00;13.38;814.00;3.02;0
189;supply_node;1693.00;11.68;825.00;4.49;0
189;supply_node;1656.00;11.00;842.00;1.14;0
189;supply_node;1721.00;12.53;865.00;3.73;0
189;supply_node;1676.00;11.93;818.00;0.38;0
189;supply_node;1647.00;13.30;806.00;3.32;0
189;supply_node;1639.00;10.82;823.00;5.90;0
189;supply_node;1718.00;11.98;843.00;2.56;0
189;supply_node;1707.00;11.95;854.00;4.03;0
189;supply_node;1618.00;12.60;812.00;1.79;0
189;supply_node;1658.00;13.10;794.00;4.72;0
189;supply_node;1666.00;15.32;776.00;6.21;0
189;supply_node;1666.00;9.60;861.00;3.96;0
189;supply_node;1671.00;13.10;799.00;5.44;0
189;supply_node;1698.00;11.80;843.00;2.09;0
189;supply_node;1625.00;10.50;825.00;6.14;0
189;supply_node;1671.00;12.03;840.00;1.33;0
189;supply_node;1712.00;12.62;829.00;4.27;0
189;supply_node;1691.00;11.50;805.00;0.57;0
189;supply_node;1683.00;11.00;844.00;3.51;0
189;supply_node;1628.00;11.35;842.00;4.98;0
189;supply_node;1731.00;11.65;840.00;2.74;0
189;supply_node;1642.00;10.48;837.00;5.68;0
189;supply_node;1664.00;11.07;826.00;0.87;0
189;supply_node;1654.00;11.55;818.00;4.91;0
189;supply_node;1632.00;14.38;804.00;0.11;0
189;supply_node;1684.00;10.65;789.00;3.05;0
189;bunker;1711.00;11.73;856.00;0.19;0
189;bunker;1680.00;11.65;839.00;1.39;0
189;bunker;1660.00;13.10;794.00;4.42;0
189;bunker;1699.00;11.45;853.00;2.26;0
189;bunker;1645.00;10.80;833.00;4.92;0
189;bunker;1660.00;17.90;772.00;0.19;0
189;bunker;1681.00;12.30;824.00;2.86;0
189;bunker;1695.00;11.38;814.00;0.70;0
189;bunker;1685.00;9.75;865.00;1.91;0
189;bunker;1653.00;10.98;842.00;4.93;0
189;bunker;1710.00;12.78;819.00;1.31;0
189;bunker;1686.00;10.95;810.00;3.97;0
189;bunker;1631.00;14.35;798.00;0.35;0
189;bunker;1671.00;9.70;855.00;3.37;0
189;bunker;1667.00;10.80;825.00;6.04;0
189;bunker;1717.00;11.55;834.00;2.42;0
189;bunker;1709.00;12.32;845.00;0.26;0
189;bunker;1614.00;11.45;815.00;0.36;0
189;bunker;1632.00;11.12;817.00;4.48;0
189;bunker;1649.00;10.82;827.00;0.86;0
189;bunker;1722.00;12.88;857.00;3.88;0
189;bunker;1663.00;12.48;809.00;5.09;0
189;bunker;1682.00;11.12;791.00;2.93;0
189;bunker;1732.00;11.75;841.00;5.59;0
189;bunker;1635.00;11.50;843.00;0.87;0
189;bunker;1671.00;13.00;803.00;4.99;0
189;bunker;1659.00;11.80;815.00;1.38;0
189;bunker;1665.00;11.53;842.00;4.04;0
189;anti_air_building;1685.00;10.88;791.00;5.60;0
189;anti_air_building;1623.00;14.03;808.00;3.44;0
189;anti_air_building;1680.00;11.05;813.00;4.64;0
189;synthetic_refinery;1698.00;11.62;849.00;2.48;0
189;fuel_silo;1683.00;9.65;862.00;4.05;0
189;radar_station;1675.00;11.80;822.00;0.38;0
1;arms_factory;2521.00;18.85;1279.00;0.11;0
1;arms_factory;3063.00;13.60;373.00;1.67;0
1;arms_factory;2708.00;10.85;601.00;5.79;0
1;arms_factory;3633.00;10.32;1226.00;0.71;0
1;arms_factory;3022.00;15.40;86.00;4.83;0
1;industrial_complex;2728.00;11.60;1535.00;2.78;0
1;industrial_complex;3452.00;10.40;1010.00;5.44;0
1;industrial_complex;2612.00;10.45;1446.00;2.17;0
1;industrial_complex;2731.00;12.07;935.00;3.38;0
1;industrial_complex;3525.00;11.00;806.00;1.22;0
1;industrial_complex;2479.00;18.68;1012.00;5.34;0
1;air_base;3145.00;14.23;422.00;5.45;0
1;supply_node;2616.00;10.43;205.00;4.25;0
1;supply_node;3904.00;11.55;846.00;0.90;0
1;supply_node;3983.00;10.25;891.00;3.84;0
1;supply_node;3654.00;13.18;1558.00;0.14;0
