202;2003.00;17.80;929.00;big
202;1663.00;18.40;902.00;big
203;1712.00;11.60;779.00;big
203;1848.00;12.90;778.00;big
204;1836.00;20.00;629.00;big
204;1646.00;13.32;670.00;big
205;2007.00;9.93;758.00;big
205;2002.00;16.77;631.00;big
206;1472.00;10.55;666.00;big
206;1485.00;11.40;834.00;big
207;1405.00;14.05;828.00;big
207;1350.00;11.20;720.00;big
208;1224.00;13.25;690.00;big
208;1235.00;11.12;823.00;big
209;991.00;12.12;918.00;big
209;869.00;12.00;934.00;big
210;868.00;11.32;765.00;big
210;1039.00;11.60;833.00;big
211;1178.00;11.93;971.00;big
211;1303.00;13.10;932.00;big
212;1158.00;16.62;1146.00;big
212;1303.00;11.15;1108.00;big
213;1230.00;11.95;1026.00;big
213;1322.00;11.85;1026.00;big
214;1123.00;12.70;1003.00;big
214;1001.00;11.75;988.00;big
215;980.00;22.70;1028.00;small
215;1037.00;17.80;1046.00;small
216;696.00;11.20;1197.00;big
216;750.00;12.00;1116.00;big
217;819.00;13.62;1242.00;big
217;791.00;12.45;1318.00;big
218;892.00;13.50;1402.00;big
218;815.00;12.80;1462.00;big
219;875.00;12.80;1553.00;big
219;809.00;15.15;1621.00;big
220;679.00;13.03;1623.00;big
220;601.00;10.85;1726.00;big
221;702.00;12.20;1442.00;big
221;727.00;13.40;1529.00;big
222;622.00;13.25;1475.00;big
222;639.00;13.35;1556.00;big
223;678.00;11.73;1328.00;big
223;565.00;11.53;1333.00;big
224;358.00;12.38;1533.00;big
224;436.00;15.68;1692.00;big
225;555.00;11.05;1484.00;big
225;529.00;13.78;1595.00;big
226;439.00;11.28;1313.00;big
226;524.00;12.60;1218.00;big
227;1004.00;12.82;1713.00;big
227;1116.00;18.27;1726.00;big
228;897.00;14.00;1763.00;big
228;718.00;16.60;1758.00;big
229;957.00;12.20;1591.00;big
229;1058.00;14.15;1577.00;big
230;975.00;12.35;1345.00;big
230;1030.00;12.30;1445.00;big
231;1137.00;16.43;1547.00;big
231;1205.00;16.70;1491.00;big
232;1224.00;16.15;1666.00;big
232;1137.00;22.62;1651.00;big
233;1280.00;15.10;1525.00;big
233;1308.00;11.00;1364.00;big
234;1200.00;11.00;1222.00;big
234;1104.00;16.15;1330.00;big
235;1225.00;11.85;1347.00;big
235;1179.00;17.83;1398.00;big
236;869.00;11.38;1053.00;big
236;791.00;11.00;995.00;big
237;1045.00;13.70;1220.00;big
237;898.00;19.45;1192.00;big
238;1480.00;19.60;1633.00;big
238;1354.00;15.90;1600.00;big
239;1555.00;10.70;1507.00;big
239;1449.00;10.35;1437.00;big
240;1479.00;9.55;1276.00;big
240;1362.00;11.05;1261.00;big
241;986.00;9.50;702.00;big
241;1111.00;9.50;675.00;big
242;718.00;9.50;721.00;big
242;759.00;9.50;870.00;big
243;733.00;9.50;993.00;big
243;640.00;9.50;1116.00;big
244;531.00;9.50;1180.00;big
244;371.00;9.50;1250.00;big
245;457.00;9.50;1406.00;big
245;323.00;9.50;1397.00;big
246;440.00;9.50;1795.00;big
246;304.00;9.50;1715.00;big
247;604.00;10.35;1770.00;big
247;548.00;9.50;1850.00;big
248;648.00;9.50;1936.00;big
248;754.00;9.50;1822.00;big
249;351.00;9.50;1909.00;big
249;64.00;9.50;1835.00;big
250;1175.00;9.50;1984.00;big
250;1097.00;9.50;2027.00;big
251;1037.00;9.50;1999.00;big
251;884.00;9.50;1967.00;big
252;226.00;9.50;1561.00;big
252;115.00;9.50;1501.00;big
253;855.00;9.50;647.00;big
253;683.00;9.50;582.00;big
254;1293.00;9.50;637.00;big
254;1283.00;9.50;563.00;big
255;1035.00;9.50;561.00;big
255;1122.00;9.50;517.00;big
256;1156.00;9.50;371.00;big
256;1272.00;9.50;467.00;big
257;1031.00;13.80;1859.00;big
257;2129.00;21.98;1951.00;big
257;1525.00;14.23;1923.00;big
258;1477.00;12.82;1125.00;big
258;1583.00;11.18;1016.00;big
259;1731.00;9.75;1185.00;big
259;1901.00;11.68;1110.00;big
260;1637.00;10.68;1391.00;big
260;1865.00;10.68;1372.00;big
261;1440.00;21.38;1753.00;big
261;1617.00;22.70;1687.00;big
262;1649.00;11.82;1583.00;big
262;1759.00;14.40;1666.00;big
263;2009.00;13.00;1630.00;big
263;1939.00;12.80;1505.00;big
263;1747.00;10.57;1523.00;big
264;1667.00;22.08;1766.00;big
264;2051.00;13.30;1734.00;big
265;2350.00;11.85;1666.00;big
265;2579.00;17.77;1717.00;big
266;2246.00;11.38;1342.00;big
266;2151.00;12.20;1497.00;big
267;2024.00;12.00;1267.00;big
267;2140.00;11.70;1245.00;big
268;2101.00;13.07;1041.00;big
268;2256.00;11.75;1025.00;big
269;2748.00;10.25;1380.00;big
269;2565.00;13.05;1285.00;big
269;2472.00;11.57;1476.00;big
270;2655.00;13.80;1172.00;big
270;2571.00;12.32;1008.00;big
271;2380.00;11.90;992.00;big
271;2461.00;10.45;1122.00;big
272;2345.00;12.15;819.00;big
272;2179.00;10.73;684.00;big
273;2414.00;10.78;665.00;big
273;2591.00;11.50;886.00;big
273;2450.00;12.80;739.00;big
273;2493.00;12.55;861.00;big
273;2602.00;10.60;749.00;big
274;1529.00;12.95;525.00;big
274;1383.00;11.60;527.00;big
275;1344.00;11.20;340.00;big
275;1246.00;11.00;130.00;big
275;1220.00;10.30;290.00;big
275;1017.00;11.50;99.00;big
276;1684.00;10.98;459.00;big
276;1504.00;11.55;380.00;big
277;1611.00;11.70;291.00;big
277;1480.00;12.15;276.00;big
277;1485.00;11.85;117.00;big
277;1667.00;11.70;128.00;big
278;1823.00;11.40;325.00;big
278;2133.00;10.45;354.00;big
278;2003.00;11.70;344.00;big
278;1890.00;11.00;124.00;big
278;2099.00;10.35;138.00;big
279;1956.00;12.45;477.00;big
279;2114.00;11.20;466.00;big
280;2187.00;11.07;524.00;big
280;2412.00;10.70;568.00;big
280;2315.00;10.78;509.00;big
280;2632.00;10.50;562.00;big
281;2553.00;10.80;23.00;big
281;2668.00;10.50;142.00;big
281;2370.00;11.00;276.00;big
282;1167.00;9.50;274.00;big
282;1043.00;9.50;211.00;big
283;916.00;9.50;95.00;big
283;764.00;9.50;21.00;big
284;51.00;9.50;1391.00;big
284;5287.00;9.50;1519.00;big
285;5449.00;9.50;1973.00;big
285;5041.00;9.50;1992.00;big
286;5452.00;9.50;1014.00;big
286;219.00;9.50;1172.00;big
287;482.00;9.50;1037.00;big
287;496.00;9.50;707.00;big
288;667.00;9.50;461.00;big
288;819.00;9.50;351.00;big
289;2914.00;9.50;1733.00;big
289;2553.00;9.50;1881.00;big
290;3444.00;9.50;1769.00;big
290;3841.00;9.50;1928.00;big
291;3991.00;9.50;1427.00;big
291;3915.00;9.50;1266.00;big
292;4377.00;9.50;1235.00;big
292;4441.00;9.50;1631.00;big
293;4146.00;9.50;708.00;big
293;3958.00;9.50;659.00;big
294;3834.00;9.50;357.00;big
294;3537.00;9.50;200.00;big
295;4172.00;9.50;437.00;big
295;4314.00;9.50;598.00;big
296;4654.00;9.50;1127.00;big
296;4575.00;9.50;779.00;big
297;5239.00;9.50;241.00;big
297;4483.00;9.50;251.00;big
298;47.00;9.50;775.00;big
298;271.00;9.50;551.00;big
299;591.00;9.50;162.00;big
299;206.00;9.50;50.00;big
300;5445.00;9.50;705.00;big
300;5073.00;9.50;761.00;big
301;4755.00;9.50;1458.00;big
301;5065.00;9.50;1237.00;big
302;4012.00;9.50;1660.00;big
302;4160.00;9.50;1808.00;big
303;4237.00;9.50;1917.00;big
303;4497.00;9.50;1877.00;big
304;4748.00;9.50;1725.00;big
304;4748.00;9.50;1950.00;big
305;3260.00;13.20;996.00;big
305;4129.00;13.10;1133.00;big
