0;0;0;0;land;false;unknown;0
1;226;224;197;land;false;mountain;1
2;111;177;214;land;false;desert;1
3;126;164;221;land;false;mountain;1
4;213;189;100;land;false;plains;1
5;242;173;159;land;false;plains;1
6;167;252;157;land;false;plains;1
7;166;219;254;land;false;desert;1
8;223;202;237;land;false;plains;1
9;248;27;243;land;false;desert;1
10;98;236;221;land;false;plains;1
11;213;165;214;land;true;plains;1
12;185;134;247;land;false;plains;1
13;161;213;128;land;false;desert;1
14;236;66;220;land;false;desert;1
15;250;67;191;land;false;hills;1
16;212;187;126;land;false;plains;1
17;218;222;137;land;false;desert;1
18;193;101;222;land;false;plains;1
19;222;203;224;land;false;plains;1
20;240;176;216;land;false;mountain;1
21;245;195;108;land;false;hills;1
22;228;142;251;land;true;plains;1
23;163;207;175;land;false;plains;1
24;35;239;238;land;false;plains;1
25;179;199;200;land;false;plains;1
26;141;240;239;land;false;plains;1
27;176;241;116;land;false;plains;1
28;214;197;114;land;false;plains;1
29;208;240;188;land;false;plains;1
30;227;230;156;land;false;desert;1
31;234;87;211;land;false;desert;1
32;172;209;140;land;false;desert;1
33;192;236;83;land;false;desert;1
34;193;177;139;land;false;plains;1
35;239;144;127;land;false;desert;1
36;170;182;230;land;false;plains;1
37;125;235;254;land;true;plains;1
38;214;216;92;land;false;plains;1
39;179;221;243;land;false;plains;1
40;117;188;249;land;false;plains;1
41;110;226;215;land;false;plains;1
42;178;148;195;land;false;plains;1
43;241;132;152;land;false;hills;1
44;247;186;187;land;false;plains;1
45;208;49;245;land;false;plains;1
46;239;130;202;land;false;desert;1
47;231;242;138;land;false;desert;1
48;167;162;193;land;false;hills;1
49;187;212;109;land;false;plains;1
50;197;195;209;land;false;desert;1
51;229;193;172;land;false;desert;1
52;226;169;229;land;true;plains;1
53;168;250;181;land;false;plains;1
54;156;157;236;land;false;desert;1
55;230;160;224;land;false;desert;1
56;236;161;185;land;false;hills;1
57;219;228;111;land;false;plains;1
58;210;150;161;land;false;plains;1
59;229;248;236;land;false;plains;1
60;144;154;252;land;false;plains;1
61;244;127;205;land;false;desert;1
62;81;189;232;land;true;plains;1
63;252;60;221;land;false;plains;1
64;178;125;198;land;false;desert;1
65;124;230;173;land;false;mountain;1
66;125;174;218;land;false;plains;1
67;184;209;145;land;false;plains;1
68;229;165;190;land;false;plains;1
69;223;106;197;land;false;plains;1
70;236;116;213;land;false;plains;1
71;226;215;74;land;false;plains;1
72;64;192;249;land;false;plains;1
73;155;253;132;land;false;forest;1
74;94;190;239;land;true;plains;1
75;225;171;156;land;true;plains;1
76;175;225;198;land;true;plains;1
77;159;247;120;land;false;desert;1
78;251;215;82;land;true;plains;1
79;235;233;83;land;false;plains;1
80;173;136;201;land;false;hills;1
81;249;50;208;land;false;mountain;1
82;132;204;175;land;false;hills;1
83;201;179;254;land;false;plains;1
84;150;171;214;land;false;plains;1
85;91;214;245;land;false;marsh;1
86;164;140;203;land;false;plains;1
87;221;149;141;land;false;jungle;1
88;222;190;111;land;true;plains;1
89;124;229;181;land;false;plains;1
90;77;250;176;land;false;jungle;1
91;210;161;187;land;false;plains;1
92;246;113;177;land;false;plains;1
93;225;204;90;land;true;plains;1
94;244;190;200;land;false;desert;1
95;196;100;228;land;true;plains;1
96;250;189;135;land;false;desert;1
97;217;215;212;land;false;plains;1
98;248;185;76;land;false;plains;1
99;160;145;245;land;false;plains;1
100;143;124;246;land;false;plains;1
101;247;97;222;land;false;plains;1
102;155;167;237;land;false;hills;1
103;241;245;133;land;false;hills;1
104;212;214;127;land;false;desert;1
105;70;208;224;land;false;desert;1
106;112;190;200;land;false;desert;1
107;242;202;156;land;false;mountain;1
108;247;101;197;land;false;plains;1
109;114;251;254;land;false;plains;1
110;204;210;169;land;false;marsh;1
111;190;246;191;land;false;plains;1
112;226;248;99;land;false;plains;1
113;127;253;254;land;false;plains;1
114;175;228;139;land;false;plains;1
115;202;176;222;land;false;desert;1
116;208;153;147;land;false;plains;1
117;112;179;225;land;false;plains;1
118;197;230;250;land;false;desert;1
119;124;216;178;land;false;plains;1
120;221;145;168;land;false;plains;1
121;185;213;116;land;false;plains;1
122;232;154;123;land;false;mountain;1
123;184;231;92;land;false;plains;1
124;62;219;251;land;false;plains;1
125;137;202;233;land;false;plains;1
126;123;226;176;land;false;forest;1
127;192;206;112;land;false;desert;1
128;226;181;202;land;false;plains;1
129;235;254;72;land;false;plains;1
130;235;180;207;land;false;plains;1
131;77;242;240;land;false;desert;1
132;245;185;172;land;false;plains;1
133;230;239;80;land;false;plains;1
134;218;223;158;land;false;desert;1
135;221;71;218;land;false;plains;1
136;185;234;153;land;false;mountain;1
137;144;144;244;land;false;plains;1
138;238;193;173;land;false;plains;1
139;250;247;254;land;false;plains;1
140;104;228;218;land;false;plains;1
141;224;222;117;land;false;plains;1
142;183;139;214;land;false;plains;1
143;158;244;108;land;false;desert;1
144;252;165;196;land;true;plains;1
145;217;200;226;land;false;plains;1
146;185;228;92;land;false;plains;1
147;95;238;197;land;false;plains;1
148;32;230;245;land;false;plains;1
149;207;151;215;land;false;desert;1
150;199;149;224;land;false;plains;1
151;190;223;95;land;false;plains;1
152;237;65;213;land;false;plains;1
153;199;186;239;land;false;plains;1
154;197;241;227;land;false;desert;1
155;152;221;204;land;false;desert;1
156;152;216;181;land;true;plains;1
157;249;194;190;land;false;mountain;1
158;224;143;248;land;false;plains;1
159;180;195;147;land;false;plains;1
160;163;96;244;land;false;mountain;1
161;147;145;253;land;false;desert;1
162;226;206;158;land;false;plains;1
163;233;233;145;land;false;mountain;1
164;224;207;94;land;false;plains;1
